13,-96.821037
26,-106.180405
38,-109.891884
51,-105.857674
63,-96.175568
76,-98.273354
88,-82.136513
101,-88.429886
113,-93.270935
126,-85.847992
138,-85.847992
151,-77.618202
163,-90.204933
176,-101.984825
188,-74.552200
201,-91.334511
213,-98.111984
226,-91.334511
238,-94.077774
251,-96.498306
263,-109.246407
276,-106.019035
288,-105.373566
301,-90.850410
313,-91.334511
326,-93.432304
338,-86.977570
351,-92.464096
363,-80.038727
376,-81.168304
388,-81.168304
401,-86.332092
413,-111.989670
426,-103.759880
438,-114.732933
451,-100.855247
463,-110.214615
476,-104.728088
488,-91.818619
501,-106.987251
513,-92.786827
526,-83.911568
538,-84.395676
551,-101.177986
563,-84.234306
576,-87.623039
588,-107.148621
601,-113.764725
613,-97.789253
626,-100.693878
638,-100.693878
651,-105.050827
663,-107.471352
676,-104.728088
688,-100.855247
701,-96.175568
713,-94.884621
726,-359.528809
738,-120.703552
751,-107.955460
763,-109.730515
776,-99.725670
788,-82.781990
801,-102.468933
813,-100.048409
826,-88.591255
838,-91.979988
851,-107.632721
863,-107.632721
876,-114.571564
888,-116.023880
901,-108.116829
913,-95.852829
926,-80.522835
938,-429.885406
951,-106.019043
963,-104.082619
976,-108.600937
988,-106.664513
1001,-109.730515
1013,-92.141357
1026,-91.495880
1038,-101.823463
1051,-111.505562
1063,-119.251251
1076,-104.243988
1088,-104.728088
1101,-126.835564
1113,-126.835564
1126,-71.808937
1138,184.121338
1151,407.293854
1163,346.619324
1176,113.603363
1188,-65.676949
1201,-108.923668
1213,-115.055672
1226,-101.500725
1238,-91.173149
1251,-92.464096
1263,-90.689041
1276,-81.652412
1288,-90.850410
1301,-107.148621
1313,-96.175568
1326,-92.141357
1338,-91.173149
1351,-84.234306
1363,-84.234306
1376,-84.557045
1388,-91.011780
1401,-55.187992
1413,-18.880100
1426,-30.175890
1438,-80.361465
1451,-97.143776
1463,-89.398094
1476,-91.495880
1488,-92.464096
1501,-76.004517
1513,-85.041145
1526,-83.104729
1538,-81.652412
1551,-95.207359
1563,-114.410194
1576,-101.500725
1588,-102.468933
1601,-107.955460
1613,-107.955460
1626,2.743263
1638,307.568176
1651,404.389221
1663,273.196686
1676,298.854279
1688,512.021912
1701,735.678528
1713,902.049377
1726,1027.432617
1738,1094.077759
1751,1173.793701
1763,1259.480347
1776,1378.408813
1788,1621.913818
1801,2227.206543
1813,3282.071777
1826,3970.953613
1838,4211.230957
1851,4211.230957
1863,4732.612305
1876,5819.428711
1888,7337.420898
1901,9484.588867
1913,12590.446289
1926,16378.892578
1938,20426.980469
1951,24608.519531
1963,29021.460938
1976,34006.292969
1988,40582.863281
2001,48266.257812
2013,56928.996094
2026,65792.960938
2038,73339.031250
