13,-270.614807
26,-263.030487
38,-272.551239
51,-284.169739
63,-269.969330
76,-287.074371
88,-291.431335
101,-298.692902
113,-304.340790
126,-287.881226
138,-281.265106
151,-266.741974
163,-175.407455
176,-176.375656
188,-261.416809
201,-270.292084
213,-264.482819
226,-253.187027
238,-253.187027
251,-240.116180
263,-234.145554
276,-225.593018
288,-205.906082
301,-203.001450
313,-220.751968
326,-211.069870
338,-210.585754
351,-215.588181
363,-201.549133
376,-197.514923
388,-199.935440
401,-180.087128
413,-182.023560
426,-185.573654
438,-184.605453
451,-164.757141
463,-167.339035
476,-176.052917
488,-176.052917
501,-169.920929
513,-155.881882
526,-170.405029
538,-177.827972
551,-182.991760
563,-178.473450
576,-170.082291
588,-152.977249
601,-160.884293
613,-182.991760
626,-176.537033
638,-177.827972
651,-186.057770
663,-173.632401
676,-157.495560
688,-159.754715
701,-162.336609
713,-144.263351
726,-154.268188
738,-154.268188
751,-135.872192
763,-136.679031
776,-144.424713
788,-144.747452
801,-148.136185
813,-146.361145
826,-140.390503
838,-135.710831
851,-137.001770
863,-133.290298
876,-140.874619
888,-167.016296
901,-163.627563
913,-128.771988
926,-130.062927
938,-128.933350
951,-137.969986
963,-140.713242
976,-141.520081
988,-141.520081
1001,-143.456512
1013,-135.549454
1026,-141.842819
1038,-136.679031
1051,-131.515244
1063,-117.153458
1076,-115.539772
1088,-131.515244
1101,-137.324509
1113,-126.512825
1126,-134.097137
1138,-141.197357
1151,-128.771988
1163,-129.094727
1176,-127.481033
1188,-138.131348
1201,-127.642403
1213,-127.642403
1226,-133.128937
1238,-137.969986
1251,-141.197357
1263,-121.671776
1276,-121.510406
1288,-131.031143
1301,-126.996933
1313,-124.899139
1326,-132.967560
1338,-131.515244
1351,-120.219460
1363,-113.280617
1376,-118.928513
1388,-128.610611
1401,-127.481033
1413,-119.412613
1426,-127.965141
1438,-126.028717
1451,-125.705986
1463,-125.705986
1476,-111.021461
1488,-118.121666
1501,-124.415039
1513,-120.703560
1526,-112.473778
1538,-122.317245
1551,-124.253670
1563,-113.119247
1576,-121.671776
1588,-119.573982
1601,-105.050827
1613,-110.698723
1626,-117.798935
1638,-96.175568
1651,-116.992088
1663,-125.383247
1676,-121.026299
1688,-121.671776
1701,-122.155876
1713,-122.155876
1726,-124.899139
1738,-108.116829
1751,-103.759880
1763,-108.278198
1776,-107.632721
1788,-118.767143
1801,-122.801353
1813,-117.476196
1826,-124.576408
1838,-133.128937
1851,-109.569145
1863,-114.732933
1876,-128.771988
1888,-126.351456
1901,-118.121666
1913,-114.894302
1926,-138.615448
1938,-134.097137
1951,-123.124092
1963,-123.124092
1976,-124.576408
1988,-133.128937
2001,-129.901566
2013,-129.256088
2026,-125.221878
2038,-127.965141
2051,-110.375984
2063,-102.630302
2076,-101.984825
2088,-101.339355
2101,-108.116829
2113,-117.153458
2126,-118.767143
2138,-125.705986
2151,-103.759880
2163,-112.312408
2176,-107.632721
2188,-107.632721
2201,-107.794090
2213,-132.806198
2226,-114.248825
2238,-102.307564
2251,-116.346619
2263,-112.151039
2276,-106.019035
2288,-112.151039
2301,-116.507988
2313,-113.603355
2326,-103.275772
2338,-110.698723
2351,-113.926094
2363,-113.119247
2376,-118.767143
2388,-119.573982
2401,-120.864929
2413,-108.439568
2426,-116.023880
2438,-116.023880
2451,-109.246407
2463,-102.630302
2476,-111.021461
2488,-110.698723
2501,-112.796509
2513,-115.055672
2526,-125.060509
2538,-133.128937
2551,-122.801353
2563,-105.534935
2576,-127.158302
2588,-127.319664
2601,-127.965141
2613,-106.180405
2626,-115.701141
2638,-126.190086
2651,-132.483459
2663,-112.473778
2676,-114.894302
2688,-114.894302
2701,-113.603355
2713,-119.896721
2726,-122.639984
2738,-121.026299
2751,-103.114410
2763,-110.698723
2776,-125.221878
2788,-121.510406
2801,-133.613037
2813,-126.835564
2826,79.070518
2838,419.719208
2851,415.523621
2863,195.739868
2876,68.258835
2888,21.139259
2901,-22.752943
2913,-85.363884
2926,-85.363884
